timestamp,week,tow,prn,sys,snr,azimuth,elevation,pseudorange,doppler,psr_residual,spp_x,spp_y,spp_z,gt_lat,gt_lon,gt_h
1606433055.002000,2656,84255.002000,105,32,42.000000,0.000000,0.000000,37832847.356260,267.310303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1606433055.102000,2656,84255.102000,13,1,42.000000,0.000000,0.000000,21237138.274428,1272.414062,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,5,1,39.000000,0.000000,0.000000,21779701.983918,-1342.504395,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,2,1,41.000000,0.000000,0.000000,22114774.485664,-72.561035,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,15,1,14.000000,0.000000,0.000000,22914897.553397,2805.496338,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,108,32,42.000000,0.000000,0.000000,24323579.136058,2063.201904,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,113,32,41.000000,0.000000,0.000000,37553669.443764,651.382568,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,131,32,46.000000,0.000000,0.000000,22874135.035844,806.682373,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,110,32,41.000000,0.000000,0.000000,37962920.534865,185.850357,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,118,32,47.000000,0.000000,0.000000,23125830.777226,-1777.229736,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,109,32,45.000000,0.000000,0.000000,22054539.383213,-652.659912,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,29,1,35.000000,0.000000,0.000000,23594289.386298,2376.776123,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,6,1,37.000000,0.000000,0.000000,24197952.715466,-2159.897949,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.102000,2656,84255.102000,105,32,42.000000,0.000000,0.000000,37832842.170125,268.602539,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,13,1,42.000000,0.000000,0.000000,21237114.065531,1272.296387,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,5,1,39.000000,0.000000,0.000000,21779727.542554,-1343.225098,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,2,1,41.000000,0.000000,0.000000,22114775.899970,-73.438721,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,108,32,42.000000,0.000000,0.000000,24323539.572505,2062.164307,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,113,32,40.000000,0.000000,0.000000,37553656.915625,652.072754,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,131,32,45.000000,0.000000,0.000000,22874119.537328,806.359863,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,110,32,41.000000,0.000000,0.000000,37962916.971879,184.819580,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,118,32,46.000000,0.000000,0.000000,23125864.934980,-1777.565552,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,109,32,45.000000,0.000000,0.000000,22054551.913027,-652.977295,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,29,1,35.000000,0.000000,0.000000,23594244.184720,2375.509033,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,6,1,37.000000,0.000000,0.000000,24197993.794953,-2159.913086,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,105,32,41.000000,0.000000,0.000000,37832837.040389,267.851074,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.202000,2656,84255.202000,7,1,32.000000,0.000000,0.000000,26791848.721235,-750.364197,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,13,1,41.000000,0.000000,0.000000,21237089.899004,1270.341553,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,5,1,39.000000,0.000000,0.000000,21779753.212382,-1346.828613,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,2,1,41.000000,0.000000,0.000000,22114777.355178,-76.441650,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,108,32,42.000000,0.000000,0.000000,24323500.005463,2060.552979,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,113,32,40.000000,0.000000,0.000000,37553644.473759,649.662598,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,131,32,45.000000,0.000000,0.000000,22874104.070851,804.129639,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,110,32,40.000000,0.000000,0.000000,37962913.463688,182.598877,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,118,32,46.000000,0.000000,0.000000,23125899.106416,-1780.527344,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,109,32,45.000000,0.000000,0.000000,22054564.502452,-655.614014,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,29,1,34.000000,0.000000,0.000000,23594198.974556,2374.911865,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,6,1,37.000000,0.000000,0.000000,24198034.934889,-2162.106201,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,105,32,41.000000,0.000000,0.000000,37832831.917424,265.206055,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.302000,2656,84255.302000,7,1,28.000000,0.000000,0.000000,26791863.506945,-751.853760,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,13,1,42.000000,0.000000,0.000000,21237065.745390,1269.739990,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,5,1,39.000000,0.000000,0.000000,21779778.824835,-1345.200195,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,2,1,42.000000,0.000000,0.000000,22114778.825743,-76.608887,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,108,32,42.000000,0.000000,0.000000,24323460.423762,2060.540771,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,113,32,40.000000,0.000000,0.000000,37553632.003834,649.274902,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,131,32,45.000000,0.000000,0.000000,22874088.645417,803.481995,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,110,32,40.000000,0.000000,0.000000,37962909.973435,182.866455,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,118,32,46.000000,0.000000,0.000000,23125933.295161,-1780.458496,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,109,32,45.000000,0.000000,0.000000,22054577.114911,-656.048584,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,29,1,34.000000,0.000000,0.000000,23594153.776677,2374.970459,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,6,1,37.000000,0.000000,0.000000,24198076.054163,-2161.499023,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,105,32,41.000000,0.000000,0.000000,37832826.845972,265.237305,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,119,32,41.000000,0.000000,0.000000,26462501.877026,-3031.836182,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.402000,2656,84255.402000,7,1,32.000000,0.000000,0.000000,26791878.446146,-752.439880,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,13,1,42.000000,0.000000,0.000000,21237041.535516,1271.284180,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,5,1,39.000000,0.000000,0.000000,21779804.385983,-1344.135498,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,2,1,43.000000,0.000000,0.000000,22114780.264758,-73.920898,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,108,32,42.000000,0.000000,0.000000,24323420.828380,2062.164307,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,113,32,40.000000,0.000000,0.000000,37553619.501381,650.919922,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,131,32,45.000000,0.000000,0.000000,22874073.139084,805.258057,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,110,32,40.000000,0.000000,0.000000,37962906.450864,184.492432,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,118,32,46.000000,0.000000,0.000000,23125967.423181,-1778.665771,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,109,32,45.000000,0.000000,0.000000,22054589.668319,-654.440918,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,29,1,34.000000,0.000000,0.000000,23594108.548645,2374.967529,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,6,1,37.000000,0.000000,0.000000,24198117.153125,-2160.454834,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,105,32,41.000000,0.000000,0.000000,37832821.710093,267.035645,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,119,32,40.000000,0.000000,0.000000,26462558.984818,-3033.642578,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.502000,2656,84255.502000,7,1,32.000000,0.000000,0.000000,26791892.289055,-750.765381,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,13,1,42.000000,0.000000,0.000000,21237017.347629,1272.219238,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,5,1,39.000000,0.000000,0.000000,21779829.970166,-1343.130371,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,2,1,43.000000,0.000000,0.000000,22114781.709915,-74.138184,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,108,32,42.000000,0.000000,0.000000,24323381.198098,2063.238525,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,113,32,40.000000,0.000000,0.000000,37553606.973102,651.856689,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,131,32,45.000000,0.000000,0.000000,22874057.687056,807.011963,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,110,32,40.000000,0.000000,0.000000,37962902.882992,184.894531,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,118,32,46.000000,0.000000,0.000000,23126001.573536,-1777.369385,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,109,32,45.000000,0.000000,0.000000,22054602.244621,-652.712402,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,29,1,34.000000,0.000000,0.000000,23594063.321519,2376.649658,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,6,1,37.000000,0.000000,0.000000,24198158.279170,-2160.652832,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,105,32,41.000000,0.000000,0.000000,37832816.525634,268.156982,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,119,32,40.000000,0.000000,0.000000,26462616.391148,-3034.479492,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.602000,2656,84255.602000,7,1,32.000000,0.000000,0.000000,26791907.514579,-751.841553,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,13,1,42.000000,0.000000,0.000000,21236993.103902,1272.738037,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,5,1,39.000000,0.000000,0.000000,21779855.513307,-1342.537842,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,2,1,43.000000,0.000000,0.000000,22114783.092112,-72.738037,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,108,32,42.000000,0.000000,0.000000,24323341.563907,2062.890625,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,113,32,40.000000,0.000000,0.000000,37553594.466182,652.245605,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,131,32,45.000000,0.000000,0.000000,22874042.176185,806.337646,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,110,32,40.000000,0.000000,0.000000,37962899.287410,186.190689,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,118,32,46.000000,0.000000,0.000000,23126035.718865,-1777.116211,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,109,32,45.000000,0.000000,0.000000,22054614.757404,-652.668457,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,29,1,34.000000,0.000000,0.000000,23594018.111355,2375.961914,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,6,1,37.000000,0.000000,0.000000,24198199.359565,-2158.974365,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,105,32,41.000000,0.000000,0.000000,37832811.360858,268.620117,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,119,32,38.000000,0.000000,0.000000,26462674.308211,-3032.478760,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.702000,2656,84255.702000,7,1,28.000000,0.000000,0.000000,26791922.657459,-751.959167,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,13,1,42.000000,0.000000,0.000000,21236968.935770,1269.064941,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,5,1,39.000000,0.000000,0.000000,21779881.091417,-1345.166504,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,2,1,43.000000,0.000000,0.000000,22114784.508372,-75.499268,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,108,32,43.000000,0.000000,0.000000,24323301.971318,2060.937500,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,113,32,40.000000,0.000000,0.000000,37553582.038555,648.581787,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,131,32,45.000000,0.000000,0.000000,22874026.726042,804.029053,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,110,32,40.000000,0.000000,0.000000,37962895.741875,183.494385,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,118,32,46.000000,0.000000,0.000000,23126069.887648,-1779.543457,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,109,32,45.000000,0.000000,0.000000,22054627.335800,-655.970459,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,29,1,34.000000,0.000000,0.000000,23593972.905729,2375.564941,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,6,1,37.000000,0.000000,0.000000,24198240.496429,-2161.055176,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,105,32,41.000000,0.000000,0.000000,37832806.238870,266.223877,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.802000,2656,84255.802000,119,32,38.000000,0.000000,0.000000,26462731.888764,-3033.358887,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,13,1,42.000000,0.000000,0.000000,21236944.768125,1268.643311,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,5,1,39.000000,0.000000,0.000000,21779906.712525,-1345.584595,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,2,1,42.000000,0.000000,0.000000,22114785.946269,-76.911621,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,108,32,43.000000,0.000000,0.000000,24323262.409999,2060.968018,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,113,32,40.000000,0.000000,0.000000,37553569.594456,648.136719,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,131,32,46.000000,0.000000,0.000000,22874011.308565,803.439209,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,110,32,40.000000,0.000000,0.000000,37962892.223911,183.157959,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,118,32,46.000000,0.000000,0.000000,23126104.074021,-1780.400391,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,109,32,45.000000,0.000000,0.000000,22054639.968362,-656.696777,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,29,1,34.000000,0.000000,0.000000,23593927.730396,2374.384033,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,6,1,37.000000,0.000000,0.000000,24198281.657165,-2161.924561,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,105,32,41.000000,0.000000,0.000000,37832801.119674,265.623291,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433055.902000,2656,84255.902000,119,32,38.000000,0.000000,0.000000,26462790.920897,-3034.752197,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,13,1,43.000000,0.000000,0.000000,21236920.584078,1270.882080,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,5,1,39.000000,0.000000,0.000000,21779932.284283,-1343.786377,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,2,1,42.000000,0.000000,0.000000,22114787.317438,-73.547363,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,108,32,43.000000,0.000000,0.000000,24323222.810429,2062.243652,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,113,32,40.000000,0.000000,0.000000,37553557.094237,650.640381,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,131,32,46.000000,0.000000,0.000000,22873995.836713,805.374756,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,110,32,40.000000,0.000000,0.000000,37962888.652619,185.126465,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,118,32,46.000000,0.000000,0.000000,23126138.213906,-1778.206909,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,109,32,45.000000,0.000000,0.000000,22054652.504319,-654.119873,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,29,1,34.000000,0.000000,0.000000,23593882.515765,2375.105957,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,6,1,36.000000,0.000000,0.000000,24198322.737212,-2159.523193,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,105,32,41.000000,0.000000,0.000000,37832795.928793,268.219727,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.002000,2656,84256.002000,119,32,38.000000,0.000000,0.000000,26462849.198481,-3032.553467,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,13,1,42.000000,0.000000,0.000000,21236896.381882,1271.686035,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,5,1,39.000000,0.000000,0.000000,21779957.808019,-1341.975098,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,2,1,42.000000,0.000000,0.000000,22114788.680509,-73.449707,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,108,32,40.000000,0.000000,0.000000,24323183.200668,2063.415527,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,113,32,38.000000,0.000000,0.000000,37553544.567633,651.234863,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,131,32,46.000000,0.000000,0.000000,22873980.352297,806.497131,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,110,32,40.000000,0.000000,0.000000,37962885.103803,185.388199,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,118,32,46.000000,0.000000,0.000000,23126172.401675,-1776.774414,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,109,32,44.000000,0.000000,0.000000,22054665.011239,-653.166504,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,29,1,34.000000,0.000000,0.000000,23593837.309021,2376.295654,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,6,1,36.000000,0.000000,0.000000,24198363.813279,-2159.960205,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,105,32,40.000000,0.000000,0.000000,37832790.796265,268.356201,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.102000,2656,84256.102000,119,32,40.000000,0.000000,0.000000,26462907.213964,-3032.953613,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.202000,2656,84256.202000,13,1,42.000000,0.000000,0.000000,21236872.188901,1270.885254,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.202000,2656,84256.202000,5,1,39.000000,0.000000,0.000000,21779983.336082,-1343.777344,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.202000,2656,84256.202000,2,1,42.000000,0.000000,0.000000,22114790.089230,-74.101562,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
1606433056.202000,2656,84256.202000,108,32,40.000000,0.000000,0.000000,24323143.601657,2061.987305,0.000000,0.000000,0.000000,0.000000,22.336558,114.268514,11.153000
